model,cand_id,status,sample_dir,b,subject,test_path,test_method_count_llm,test_method_count_human,test_method_name_overlap,test_method_name_jaccard,added_test_count_llm,added_test_count_human,added_test_overlap,added_test_name_jaccard,deleted_test_count_llm,deleted_test_count_human,deleted_test_overlap,deleted_test_name_jaccard,modified_test_count_llm,modified_test_count_human,modified_test_overlap,modified_test_name_jaccard,assert_count_llm,assert_count_human,assert_count_ratio,assert_type_distribution_llm,assert_type_distribution_human,assert_type_jaccard,exception_assert_count_llm,exception_assert_count_human,added_tests_llm,added_tests_human,deleted_tests_llm,deleted_tests_human,modified_tests_llm,modified_tests_human,error
deepseek-v4-pro,461,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand461_ffc38b1f3b35,ffc38b1f3b35ddfadb942240b9d2f933ec83d1be,"LANG-1081: DiffBuilder.append(String, Object left, Object right) does not do a left.equals(right) check. This fixes #41 from github. Thanks to Jonathan Baker.",src/test/java/org/apache/commons/lang3/builder/DiffBuilderTest.java,30,30,30,1.0000,3,3,3,1.0000,1,1,1,1.0000,0,0,0,1.0000,75,75,1.0000,"{""assertArrayEquals"": 18, ""assertEquals"": 46, ""assertFalse"": 3, ""assertThat"": 5, ""assertTrue"": 3}","{""assertArrayEquals"": 18, ""assertEquals"": 46, ""assertFalse"": 3, ""assertThat"": 5, ""assertTrue"": 3}",1.0000,2,2,"[""testObjectsNotSameButEqual"", ""testObjectsNotSameNorEqual"", ""testObjectsSameAndEqual""]","[""testObjectsNotSameButEqual"", ""testObjectsNotSameNorEqual"", ""testObjectsSameAndEqual""]","[""testObjectsEqual""]","[""testObjectsEqual""]",[],[],
deepseek-v4-pro,462,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand462_364d5912b285,364d5912b2853210d078238e62e4989c7c4b57fa,LANG-341: Please add number to byte[] methods. Suggested by Lilianne E. Blaze. Final patch from Vincent Ricard (with thanks to Henri Yandell).,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,82,88,82,0.9318,0,6,0,0.0000,0,0,0,1.0000,5,5,5,1.0000,568,595,0.9546,"{""assertEquals"": 197, ""assertFalse"": 8, ""assertNotNull"": 2, ""assertTrue"": 353, ""fail"": 8}","{""assertArrayEquals"": 12, ""assertEquals"": 207, ""assertFalse"": 8, ""assertNotNull"": 2, ""assertTrue"": 353, ""fail"": 13}",0.8333,28,28,[],"[""testByteArrayConversionArgChecking"", ""testDoubleByteArrayConversion"", ""testFloatByteArrayConversion"", ""testIntByteArrayConversion"", ""testLongByteArrayConversion"", ""testShortByteArrayConversion""]",[],[],"[""testStringToDoubleString"", ""testToFloatString"", ""testToIntString"", ""testToLongString"", ""testToShortString""]","[""testStringToDoubleString"", ""testToFloatString"", ""testToIntString"", ""testToLongString"", ""testToShortString""]",
deepseek-v4-pro,463,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand463_71c905200de7,71c905200de7d1d260a2a40a29d96c7e8a976a6e,Optimize ObjectToStringComparator.compare() method,src/test/java/org/apache/commons/lang3/compare/ObjectToStringComparatorTest.java,5,5,5,1.0000,3,3,3,1.0000,1,1,1,1.0000,0,0,0,1.0000,18,18,1.0000,"{""assertEquals"": 9, ""assertNull"": 6, ""assertSame"": 3}","{""assertEquals"": 9, ""assertNull"": 6, ""assertSame"": 3}",1.0000,0,0,"[""testNullLeft"", ""testNullRight"", ""testNulls""]","[""testNullLeft"", ""testNullRight"", ""testNulls""]","[""testNull""]","[""testNull""]",[],[],
deepseek-v4-pro,464,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand464_954280893c34,954280893c34f560b35c3eb1c106852110d8ca27,Reverts changes introduced in r1563259. Discussion to be had over correct place for this functionality (likely org.apache.commons.lang3.Conversion).,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,82,82,82,1.0000,0,0,0,1.0000,6,6,6,1.0000,5,5,5,1.0000,568,568,1.0000,"{""assertEquals"": 197, ""assertFalse"": 8, ""assertNotNull"": 2, ""assertTrue"": 353, ""fail"": 8}","{""assertEquals"": 197, ""assertFalse"": 8, ""assertNotNull"": 2, ""assertTrue"": 353, ""fail"": 8}",1.0000,28,28,[],[],"[""testByteArrayConversionArgChecking"", ""testDoubleByteArrayConversion"", ""testFloatByteArrayConversion"", ""testIntByteArrayConversion"", ""testLongByteArrayConversion"", ""testShortByteArrayConversion""]","[""testByteArrayConversionArgChecking"", ""testDoubleByteArrayConversion"", ""testFloatByteArrayConversion"", ""testIntByteArrayConversion"", ""testLongByteArrayConversion"", ""testShortByteArrayConversion""]","[""testStringToDoubleString"", ""testToFloatString"", ""testToIntString"", ""testToLongString"", ""testToShortString""]","[""testStringToDoubleString"", ""testToFloatString"", ""testToIntString"", ""testToLongString"", ""testToShortString""]",
deepseek-v4-pro,465,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand465_b2e7374bfb91,b2e7374bfb91b54d49dfb4d327de639ff1f4b127,Add BooleanUtils.booleanValues(). Add BooleanUtils.primitiveValues().,src/test/java/org/apache/commons/lang3/BooleanUtilsTest.java,74,74,74,1.0000,2,2,2,1.0000,0,0,0,1.0000,0,0,0,1.0000,286,286,1.0000,"{""assertArrayEquals"": 2, ""assertEquals"": 96, ""assertFalse"": 33, ""assertNotNull"": 1, ""assertNull"": 17, ""assertSame"": 9, ""assertThrows"": 25, ""assertTrue"": 103}","{""assertArrayEquals"": 2, ""assertEquals"": 96, ""assertFalse"": 33, ""assertNotNull"": 1, ""assertNull"": 17, ""assertSame"": 9, ""assertThrows"": 25, ""assertTrue"": 103}",1.0000,25,25,"[""test_booleanValues"", ""test_primitiveValues""]","[""test_booleanValues"", ""test_primitiveValues""]",[],[],[],[],
deepseek-v4-pro,466,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand466_bc16e0109a30,bc16e0109a30b819c50895e157830fe9b3f8e93f,PR: LANG-1447,src/test/java/org/apache/commons/lang3/FunctionsTest.java,15,15,15,1.0000,8,8,8,1.0000,0,0,0,1.0000,0,0,0,1.0000,100,100,1.0000,"{""assertEquals"": 10, ""assertNotNull"": 20, ""assertSame"": 27, ""assertThrows"": 33, ""assertTrue"": 10}","{""assertEquals"": 10, ""assertNotNull"": 20, ""assertSame"": 27, ""assertThrows"": 33, ""assertTrue"": 10}",1.0000,33,33,"[""testAsBiConsumer"", ""testAsBiFunction"", ""testAsCallable"", ""testAsConsumer"", ""testAsFunction"", ""testAsRunnable"", ""testAsSupplier"", ""testGetFromSupplier""]","[""testAsBiConsumer"", ""testAsBiFunction"", ""testAsCallable"", ""testAsConsumer"", ""testAsFunction"", ""testAsRunnable"", ""testAsSupplier"", ""testGetFromSupplier""]",[],[],[],[],
deepseek-v4-pro,467,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand467_c288d296018a,c288d296018a48eb88526b05b62419170cc63a6b,LANG-934 - Add removeFinalModifier to FieldUtils,src/test/java/org/apache/commons/lang3/reflect/FieldUtilsTest.java,53,53,53,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,299,299,1.0000,"{""assertArrayEquals"": 3, ""assertEquals"": 162, ""assertFalse"": 2, ""assertNotNull"": 1, ""assertNull"": 23, ""assertTrue"": 3, ""fail"": 105}","{""assertArrayEquals"": 3, ""assertEquals"": 162, ""assertFalse"": 2, ""assertNotNull"": 1, ""assertNull"": 23, ""assertTrue"": 3, ""fail"": 105}",1.0000,21,21,"[""testRemoveFinalModifier""]","[""testRemoveFinalModifier""]",[],[],[],[],
deepseek-v4-pro,468,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand468_da246244aebf,da246244aebf91571b0689e3dee97fce0ad52b23,Add StopWatch.run([Failable]Runnable) and get([Failable]Supplier),src/test/java/org/apache/commons/lang3/time/StopWatchTest.java,26,26,26,1.0000,2,2,2,1.0000,0,0,0,1.0000,1,1,1,1.0000,118,118,1.0000,"{""assertEquals"": 35, ""assertFalse"": 7, ""assertNotEquals"": 1, ""assertNull"": 1, ""assertThat"": 10, ""assertThrows"": 17, ""assertTrue"": 47}","{""assertEquals"": 35, ""assertFalse"": 7, ""assertNotEquals"": 1, ""assertNull"": 1, ""assertThat"": 10, ""assertThrows"": 17, ""assertTrue"": 47}",1.0000,17,17,"[""testGet"", ""testRun""]","[""testGet"", ""testRun""]",[],[],"[""testSuspend""]","[""testSuspend""]",
deepseek-v4-pro,469,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand469_f4c2ed4995d1,f4c2ed4995d19c595ec0bf5c49d210df9046fda9,LANG-1518 - fix searchSupers for generic classes (#494),src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,42,42,42,1.0000,0,0,0,1.0000,0,0,0,1.0000,2,2,2,1.0000,194,194,1.0000,"{""assertArrayEquals"": 8, ""assertEquals"": 118, ""assertFalse"": 2, ""assertNotNull"": 15, ""assertNotSame"": 1, ""assertNull"": 18, ""assertSame"": 4, ""assertThat"": 3, ""assertThrows"": 17, ""assertTrue"": 8}","{""assertArrayEquals"": 8, ""assertEquals"": 118, ""assertFalse"": 2, ""assertNotNull"": 15, ""assertNotSame"": 1, ""assertNull"": 18, ""assertSame"": 4, ""assertThat"": 3, ""assertThrows"": 17, ""assertTrue"": 8}",1.0000,17,17,[],[],[],[],"[""testGetAnnotationSearchSupersAndIgnoreAccess"", ""testGetAnnotationSearchSupersButNotIgnoreAccess""]","[""testGetAnnotationSearchSupersAndIgnoreAccess"", ""testGetAnnotationSearchSupersButNotIgnoreAccess""]",
deepseek-v4-pro,470,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand470_1d5ba7a1109b,1d5ba7a1109ba6bf5b7948ece6add47d57f9d6c2,MethodUtils cannot find or invoke a public method on a public class implemented in its package-private superclass,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,44,45,44,0.9778,0,1,0,0.0000,0,0,0,1.0000,5,5,5,1.0000,233,246,0.9472,"{""assertArrayEquals"": 8, ""assertEquals"": 131, ""assertFalse"": 2, ""assertNotNull"": 17, ""assertNotSame"": 2, ""assertNull"": 27, ""assertNullPointerException"": 13, ""assertSame"": 6, ""assertThrows"": 15, ""assertTrue"": 12}","{""assertArrayEquals"": 8, ""assertEquals"": 139, ""assertFalse"": 5, ""assertNotNull"": 19, ""assertNotSame"": 2, ""assertNull"": 27, ""assertNullPointerException"": 13, ""assertSame"": 6, ""assertThrows"": 15, ""assertTrue"": 12}",1.0000,15,15,[],"[""testGetAccessibleMethodPublicSub""]",[],[],"[""testGetAccessibleInterfaceMethod"", ""testGetAccessibleInterfaceMethodFromDescription"", ""testGetAccessibleMethodInaccessible"", ""testGetAccessiblePublicMethod"", ""testGetAccessiblePublicMethodFromDescription""]","[""testGetAccessibleInterfaceMethod"", ""testGetAccessibleInterfaceMethodFromDescription"", ""testGetAccessibleMethodInaccessible"", ""testGetAccessiblePublicMethod"", ""testGetAccessiblePublicMethodFromDescription""]",
deepseek-v4-pro,471,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand471_46007c151e4c,46007c151e4cd79891eed4d289ff372ba39d5b8c,"LANG-1317: Adds MethodUtils#findAnnotation and extend MethodUtils#getMethodsWithAnnotation for non-public, super-class and interface methods (closes #261)",src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,40,40,40,1.0000,11,11,11,1.0000,0,0,0,1.0000,0,0,0,1.0000,173,173,1.0000,"{""assertArrayEquals"": 7, ""assertEquals"": 114, ""assertFalse"": 2, ""assertNotNull"": 11, ""assertNotSame"": 1, ""assertNull"": 14, ""assertSame"": 4, ""assertThat"": 3, ""assertTrue"": 9, ""fail"": 8}","{""assertArrayEquals"": 7, ""assertEquals"": 114, ""assertFalse"": 2, ""assertNotNull"": 11, ""assertNotSame"": 1, ""assertNull"": 14, ""assertSame"": 4, ""assertThat"": 3, ""assertTrue"": 9, ""fail"": 8}",1.0000,9,9,"[""testGetAnnotationIllegalArgumentException1"", ""testGetAnnotationIllegalArgumentException2"", ""testGetAnnotationIllegalArgumentException3"", ""testGetAnnotationNotSearchSupersAndNotIgnoreAccess"", ""testGetAnnotationNotSearchSupersButIgnoreAccess"", ""testGetAnnotationSearchSupersAndIgnoreAccess"", ""testGetAnnotationSearchSupersButNotIgnoreAccess"", ""testGetMethodsWithAnnotationNotSearchSupersAndNotIgnoreAccess"", ""testGetMethodsWithAnnotationNotSearchSupersButIgnoreAccess"", ""testGetMethodsWithAnnotationSearchSupersAndIgnoreAccess"", ""testGetMethodsWithAnnotationSearchSupersButNotIgnoreAccess""]","[""testGetAnnotationIllegalArgumentException1"", ""testGetAnnotationIllegalArgumentException2"", ""testGetAnnotationIllegalArgumentException3"", ""testGetAnnotationNotSearchSupersAndNotIgnoreAccess"", ""testGetAnnotationNotSearchSupersButIgnoreAccess"", ""testGetAnnotationSearchSupersAndIgnoreAccess"", ""testGetAnnotationSearchSupersButNotIgnoreAccess"", ""testGetMethodsWithAnnotationNotSearchSupersAndNotIgnoreAccess"", ""testGetMethodsWithAnnotationNotSearchSupersButIgnoreAccess"", ""testGetMethodsWithAnnotationSearchSupersAndIgnoreAccess"", ""testGetMethodsWithAnnotationSearchSupersButNotIgnoreAccess""]",[],[],[],[],
deepseek-v4-pro,472,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand472_e5e1339e444a,e5e1339e444a2e0c0835b318a20b38c170de15d5,[LANG-1461] Add null-safe StringUtils APIs to wrap String#getBytes([Charset|String]).</action>,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,147,147,147,1.0000,2,2,2,1.0000,0,0,0,1.0000,1,1,1,1.0000,1539,1539,1.0000,"{""assertAbbreviateWithAbbrevMarkerAndOffset"": 21, ""assertAbbreviateWithOffset"": 21, ""assertArrayEquals"": 12, ""assertEquals"": 1186, ""assertFalse"": 30, ""assertNotNull"": 2, ""assertNull"": 184, ""assertSame"": 3, ""assertThrows"": 47, ""assertTrue"": 33}","{""assertAbbreviateWithAbbrevMarkerAndOffset"": 21, ""assertAbbreviateWithOffset"": 21, ""assertArrayEquals"": 12, ""assertEquals"": 1186, ""assertFalse"": 30, ""assertNotNull"": 2, ""assertNull"": 184, ""assertSame"": 3, ""assertThrows"": 47, ""assertTrue"": 33}",1.0000,47,47,"[""testGetBytes_Charset"", ""testGetBytes_String""]","[""testGetBytes_Charset"", ""testGetBytes_String""]",[],[],"[""testStringUtilsCharSequenceContract""]","[""testStringUtilsCharSequenceContract""]",
deepseek-v4-pro,473,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand473_f2bdb0cb74a0,f2bdb0cb74a08b15439abf18df6ac2b52549394a,Add long support to `BitField` (#1561),src/test/java/org/apache/commons/lang3/BitFieldTest.java,16,16,16,1.0000,3,3,3,1.0000,2,2,2,1.0000,13,13,13,1.0000,98,98,1.0000,"{""assertEquals"": 86, ""assertFalse"": 7, ""assertTrue"": 5}","{""assertEquals"": 86, ""assertFalse"": 7, ""assertTrue"": 5}",1.0000,0,0,"[""testByteBoolean"", ""testClearInt"", ""testClearLong""]","[""testByteBoolean"", ""testClearInt"", ""testClearLong""]","[""testByte"", ""testClear""]","[""testByte"", ""testClear""]","[""testClearShort"", ""testGetRawValue"", ""testGetShortRawValue"", ""testGetShortValue"", ""testGetValue"", ""testIsAllSet"", ""testIsSet"", ""testSet"", ""testSetBoolean"", ""testSetShort"", ""testSetShortBoolean"", ""testSetShortValue"", ""testSetValue""]","[""testClearShort"", ""testGetRawValue"", ""testGetShortRawValue"", ""testGetShortValue"", ""testGetValue"", ""testIsAllSet"", ""testIsSet"", ""testSet"", ""testSetBoolean"", ""testSetShort"", ""testSetShortBoolean"", ""testSetShortValue"", ""testSetValue""]",
deepseek-v4-pro,474,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand474_7cfa8a932869,7cfa8a932869b98c3737f4ed41312d92eb50d636,Change StringUtils arguments from String to CharSequence.,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,0,0,0,1.0000,0,0,0,1.0000,0,0,0,1.0000,0,0,0,1.0000,853,853,1.0000,"{""assertAbbreviateWithOffset"": 21, ""assertEquals"": 768, ""assertFalse"": 13, ""assertNotNull"": 2, ""assertNull"": 21, ""assertSame"": 2, ""assertTrue"": 20, ""fail"": 6}","{""assertAbbreviateWithOffset"": 21, ""assertEquals"": 768, ""assertFalse"": 13, ""assertNotNull"": 2, ""assertNull"": 21, ""assertSame"": 2, ""assertTrue"": 20, ""fail"": 6}",1.0000,0,0,[],[],[],[],[],[],
deepseek-v4-pro,475,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand475_f382d61a0377,f382d61a03778ccf838c6c051bd8692e4834dec2,Reimplement RandomStringUtils on top of SecureRandom#getInstanceStrong() (#1235),src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java,19,19,19,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,99,99,1.0000,"{""assertEquals"": 22, ""assertFalse"": 12, ""assertNotEquals"": 3, ""assertNotNull"": 1, ""assertThat"": 20, ""assertThrows"": 17, ""assertTrue"": 23, ""fail"": 1}","{""assertEquals"": 22, ""assertFalse"": 12, ""assertNotEquals"": 3, ""assertNotNull"": 1, ""assertThat"": 20, ""assertThrows"": 17, ""assertTrue"": 23, ""fail"": 1}",1.0000,17,17,"[""testRandomWithChars""]","[""testRandomWithChars""]",[],[],[],[],
deepseek-v4-pro,476,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand476_344df3015897,344df301589744f0a4dc0f4eea91e078b2f97443,"TimeZones.GMT is a mutable public static final field, setRawOffset() and setID() (#1666)",src/test/java/org/apache/commons/lang3/time/TimeZonesTest.java,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,7,7,1.0000,"{""assertEquals"": 7}","{""assertEquals"": 7}",1.0000,0,0,[],[],[],[],"[""testToTimeZone""]","[""testToTimeZone""]",
deepseek-v4-pro,477,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand477_7129c43b08da,7129c43b08da58e1c907dd2b90bb58e7a09bf85c,[LANG-1238] Add RegexUtils class instead of overloadinh methods in StringUtils that take a regex to take precompiled Pattern.,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,144,144,144,1.0000,6,6,6,1.0000,6,6,6,1.0000,0,0,0,1.0000,1519,1519,1.0000,"{""assertAbbreviateWithAbbrevMarkerAndOffset"": 21, ""assertAbbreviateWithOffset"": 21, ""assertArrayEquals"": 8, ""assertEquals"": 1175, ""assertFalse"": 30, ""assertNotNull"": 2, ""assertNull"": 170, ""assertSame"": 3, ""assertTrue"": 53, ""fail"": 36}","{""assertAbbreviateWithAbbrevMarkerAndOffset"": 21, ""assertAbbreviateWithOffset"": 21, ""assertArrayEquals"": 8, ""assertEquals"": 1175, ""assertFalse"": 30, ""assertNotNull"": 2, ""assertNull"": 170, ""assertSame"": 3, ""assertTrue"": 53, ""fail"": 36}",1.0000,13,13,"[""testRemoveAll_StringString"", ""testRemoveFirst_StringString"", ""testRemovePattern_StringString"", ""testReplaceAll_StringStringString"", ""testReplaceFirst_StringStringString"", ""testReplacePattern_StringStringString""]","[""testRemoveAll_StringString"", ""testRemoveFirst_StringString"", ""testRemovePattern_StringString"", ""testReplaceAll_StringStringString"", ""testReplaceFirst_StringStringString"", ""testReplacePattern_StringStringString""]","[""testRemoveAll"", ""testRemoveFirst"", ""testRemovePattern"", ""testReplaceAll"", ""testReplaceFirst"", ""testReplacePattern""]","[""testRemoveAll"", ""testRemoveFirst"", ""testRemovePattern"", ""testReplaceAll"", ""testReplaceFirst"", ""testReplacePattern""]",[],[],
deepseek-v4-pro,478,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand478_74fa00c3c503,74fa00c3c503813da2413b9d5a862bb125ef50e7,LANG-955: Add methods for removing all invalid characters according to XML 1.0 and XML 1.1 in an input string to StringEscapeUtils. Thanks to Adam Hooper,src/test/java/org/apache/commons/lang3/StringEscapeUtilsTest.java,28,28,28,1.0000,2,2,2,1.0000,0,0,0,1.0000,4,4,4,1.0000,152,152,1.0000,"{""assertEquals"": 98, ""assertEscapeJava"": 17, ""assertFalse"": 1, ""assertNotNull"": 1, ""assertTrue"": 4, ""assertUnescapeJava"": 12, ""fail"": 19}","{""assertEquals"": 98, ""assertEscapeJava"": 17, ""assertFalse"": 1, ""assertNotNull"": 1, ""assertTrue"": 4, ""assertUnescapeJava"": 12, ""fail"": 19}",1.0000,0,0,"[""testEscapeXml10"", ""testEscapeXml11""]","[""testEscapeXml10"", ""testEscapeXml11""]",[],[],"[""testEscapeXml"", ""testEscapeXmlAllCharacters"", ""testEscapeXmlSupplementaryCharacters"", ""testLang720""]","[""testEscapeXml"", ""testEscapeXmlAllCharacters"", ""testEscapeXmlSupplementaryCharacters"", ""testLang720""]",
deepseek-v4-pro,479,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand479_b046e22faf9c,b046e22faf9cd0a7190bd29cf648c154bab1f42f,Add Predicates,src/test/java/org/apache/commons/lang3/ThreadUtilsTest.java,32,32,32,1.0000,1,1,1,1.0000,0,0,0,1.0000,2,2,2,1.0000,65,65,1.0000,"{""assertEquals"": 23, ""assertFalse"": 3, ""assertNotNull"": 4, ""assertNull"": 4, ""assertSame"": 4, ""assertThat"": 3, ""assertThrows"": 18, ""assertTrue"": 6}","{""assertEquals"": 23, ""assertFalse"": 3, ""assertNotNull"": 4, ""assertNull"": 4, ""assertSame"": 4, ""assertThat"": 3, ""assertThrows"": 18, ""assertTrue"": 6}",1.0000,18,18,"[""testDepreacted""]","[""testDepreacted""]",[],[],"[""testComplexThreadGroups"", ""testThreadGroupsNullParent""]","[""testComplexThreadGroups"", ""testThreadGroupsNullParent""]",
deepseek-v4-pro,480,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand480_0f87dceb80b4,0f87dceb80b432b434dbd81ed4f1ab97c740efc1,Add final modifier to method parameters.,src/test/java/org/apache/commons/lang3/builder/EqualsBuilderTest.java,53,53,53,1.0000,0,0,0,1.0000,0,0,0,1.0000,0,0,0,1.0000,276,276,1.0000,"{""assertEquals"": 7, ""assertFalse"": 21, ""assertNull"": 3, ""assertTrue"": 245}","{""assertEquals"": 7, ""assertFalse"": 21, ""assertNull"": 3, ""assertTrue"": 245}",1.0000,0,0,[],[],[],[],[],[],
deepseek-v4-pro,481,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand481_10fee7abaf6c,10fee7abaf6c5efd335ccab56876b90baffbec13,LANG-940: Fix deprecation warnings; found some more usages,src/test/java/org/apache/commons/lang3/ObjectUtilsTest.java,36,36,36,1.0000,0,0,0,1.0000,0,0,0,1.0000,2,2,2,1.0000,160,160,1.0000,"{""assertEquals"": 75, ""assertFalse"": 7, ""assertNotNull"": 2, ""assertNotSame"": 2, ""assertNull"": 16, ""assertSame"": 28, ""assertTrue"": 15, ""fail"": 15}","{""assertEquals"": 75, ""assertFalse"": 7, ""assertNotNull"": 2, ""assertNotSame"": 2, ""assertNull"": 16, ""assertSame"": 28, ""assertTrue"": 15, ""fail"": 15}",1.0000,7,7,[],[],[],[],"[""testEquals"", ""testHashCode""]","[""testEquals"", ""testHashCode""]",
deepseek-v4-pro,482,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand482_2c0b8483606e,2c0b8483606efbfbaccf600e3bc31fe10533e004,FastTimeZone.getGmtTimeZone() Javadoc promises null on no-match; regex always matches. (#1674),src/test/java/org/apache/commons/lang3/time/FastTimeZoneTest.java,14,15,14,0.9333,4,5,4,0.8000,0,0,0,1.0000,0,0,0,1.0000,31,33,0.9394,"{""assertEquals"": 27, ""assertNotNull"": 2, ""assertNull"": 1, ""assertTrue"": 1}","{""assertEquals"": 28, ""assertNotNull"": 3, ""assertNull"": 1, ""assertTrue"": 1}",1.0000,0,0,"[""testGmtOnlyReturnsNonNull"", ""testInvalidStringReturnsNull"", ""testJavadocReflectsLenientBehavior"", ""testPlusOnlyReturnsNonNull""]","[""testEmptyStringReturnsNonNullDespiteJavadoc"", ""testGmtOnlyReturnsNonNull"", ""testInvalidStringReturnsNull"", ""testJavadocReflectsLenientBehavior"", ""testPlusOnlyReturnsNonNull""]",[],[],[],[],
deepseek-v4-pro,483,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand483_3a0d3b93a81f,3a0d3b93a81fd8c795be4da3bc34f693f7ee9ed3,LANG-1647 (#1069),src/test/java/org/apache/commons/lang3/exception/ExceptionUtilsTest.java,60,60,60,1.0000,7,7,7,1.0000,0,0,0,1.0000,0,0,0,1.0000,289,289,1.0000,"{""assertArrayEquals"": 1, ""assertEquals"": 148, ""assertFalse"": 9, ""assertNotNull"": 1, ""assertNull"": 40, ""assertSame"": 67, ""assertThrows"": 10, ""assertTrue"": 13}","{""assertArrayEquals"": 1, ""assertEquals"": 148, ""assertFalse"": 9, ""assertNotNull"": 1, ""assertNull"": 40, ""assertSame"": 67, ""assertThrows"": 10, ""assertTrue"": 13}",1.0000,10,10,"[""testIsChecked_checked"", ""testIsChecked_error"", ""testIsChecked_null"", ""testIsChecked_unchecked"", ""testIsUnchecked_checked"", ""testIsUnchecked_error"", ""testIsUnchecked_unchecked""]","[""testIsChecked_checked"", ""testIsChecked_error"", ""testIsChecked_null"", ""testIsChecked_unchecked"", ""testIsUnchecked_checked"", ""testIsUnchecked_error"", ""testIsUnchecked_unchecked""]",[],[],[],[],
