model,cand_id,sample_dir,b,subject,selector,generated,update_exit_code,run_exit_code,maven_returncode,status,failure_category,failure_detail
gpt-5.5,53,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand053_2f153733c7df,2f153733c7dfe33f38438be3fd3269e0c3ab7005,Rename method and fix typo. (#940),DurationUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,54,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand054_313d877d57ab,313d877d57abefdbb1ad0c42781bf719b83d5a35,"Two fixes in RandomStringUtils.random(int, int, int, boolean, boolean, (#1638)",RandomStringUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,55,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand055_31466db6ecd1,31466db6ecd115aa74616e14a75721b45c0f59f9,Add sugar to RandomIUtils,RandomUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,56,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand056_31d7eea1c620,31d7eea1c6205066b91c79f19219a436b26e9060,[LANG-1570] JavaVersion enum constants for Java 14 and 15. (#553),JavaVersionTest,True,0,0,0,maven_pass,,
gpt-5.5,57,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand057_35fb9fca83af,35fb9fca83af4ffbaf6f1163a927d8751938fda3,LANG-1172: Support dash as a delimiter in locales (#766),LocaleUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,58,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand058_36111ba5829b,36111ba5829bdd4249c7418c1aec17c149ef86a3,[LANG-1568] More failable functional interfaces to match JRE functional interfaces.,FunctionsTest,True,0,0,0,maven_pass,,
gpt-5.5,59,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand059_3a35c53c6c9a,3a35c53c6c9a3b9a1feedaf39b72e405ecaf9df8,Add DurationUtils.zeroIfNull(Duration).,DurationUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,60,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand060_3acffccf1502,3acffccf15027bcf87e25a432f085c45e103b0ec,"LANG-1139: Add null safe methods in StringUtils to replace by regular expression :   - StringUtils.replaceAll(String, String, String)   - StringUtils.replaceFirst(String, String, String)",StringUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,61,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand061_3ce3b27dbd57,3ce3b27dbd579a918e97e1fb09e9b0153cc71a60,Fixing Checkstyle problems.,StreamsTest,True,0,0,0,maven_pass,,
gpt-5.5,62,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand062_3d4ed4a8ac63,3d4ed4a8ac63db1e51601ffc31fed44dccbb276c,Fixing Checkstyle warnings. Closes #532.,LocksTest,True,0,0,0,maven_pass,,
gpt-5.5,63,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand063_3df7f4440e74,3df7f4440e7447bc55e95400ec511323e708c652,[LANG-1823] LocaleUtils.toLocale cannot parse valid JDK Locale string containing '#'  (#1630),LocaleUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,64,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand064_3fa5334ac08f,3fa5334ac08fc7ce1a86d5b34fbcd8cfea85ed23,"LANG-1027 don't fail if java version is unknown, lang is too much used to make apps and libs failling cause of an unknown java version.",JavaVersionTest,True,0,0,0,maven_pass,,
gpt-5.5,65,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand065_408b66081333,408b6608133359f03fc8d5b2c7cf4abd3813ebdd,More precise internal type,DurationFormatUtilsTest,True,0,1,1,maven_fail,compile_incompatible_types,"matUtilsTest.java:[85,79] incompatible types: java.lang.Object cannot be converted to java.lang.CharSequence [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
gpt-5.5,66,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand066_421db380d060,421db380d060e9f037a8ecbc446c414efaa6923f,Switched capitalize back to using toTitleCase. Added a test for this using the 'Lj' letter. LANG-1142,StringUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,67,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand067_4240de53b325,4240de53b3252e4cf0d45fe55feae4e009565d6b,"Applying Srihari Reddy's patch from LANG-405, based on Dave Meikle's original patch. This adds a truncateMiddle method to StringUtils.",StringUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,68,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand068_434575ed0a71,434575ed0a71439b8abe8ef59948bf15847fd9c0,Adding toCalendar method per LANG-632,DateUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,69,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand069_45acc1c97094,45acc1c97094cd68928f634ce4896e4b05ee92ac,LANG-1691: ClassUtils.getShortCanonicalName - using canonicalName rather than class name (#949),ClassUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,70,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand070_46b15a2ecb05,46b15a2ecb05bdc281bc6109bb2db99b566d4a10,Rename method for next release.,StreamsTest,True,0,0,0,maven_pass,,
gpt-5.5,71,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand071_49ef6b530c89,49ef6b530c89c5f7181aa3fbdb957155a6802b05,PMD: Implement equals(),HashCodeBuilderTest,True,0,0,0,maven_pass,,
gpt-5.5,72,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand072_4a934610e7d9,4a934610e7d911df707a23ad338ab2e4aa14daa4,LANG-1495 Update EnumUtils.java (#475),EnumUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,73,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand073_4c3f1dd00ee7,4c3f1dd00ee7b8800478edb2b50dd687103b5f2a,"StringUtils.repeat(String, [String,] int) now throws IllegalArgumentException (#1644)",StringUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,74,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand074_4f31ae757ce3,4f31ae757ce3e2ebee99af485050e4aa3a23f4f4,"Applying Valentin Rocher's patch from LANG-559, adding isInstanceOf and isAssignableFrom methods.",ValidateTest,True,0,0,0,maven_pass,,
gpt-5.5,75,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand075_4ff5e2b9f98e,4ff5e2b9f98e5ca9dd105a2d08477e0371ae8832,Extract a map method.,UncheckedFutureTest,True,0,0,0,maven_pass,,
gpt-5.5,76,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand076_526a03a8701f,526a03a8701f85e422786f0a4d1fadd3f0c249c1,"DateUtils.parseDateWithLeniency(String, Locale, String[], boolean) doesn't reset its time zone (#1660)",DateUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,77,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand077_52c06bea2f2b,52c06bea2f2b6c277c517dc9f5bb0d62d17e073c,fix LANG-1816 (#1589),ArrayUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,78,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand078_54e63005446a,54e63005446a2b0a4255ba16838122c5808ef886,[LANG-1141] StrLookup for system properties now sees updated values.,StrLookupTest,True,0,0,0,maven_pass,,
gpt-5.5,79,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand079_54ff33b2ad26,54ff33b2ad26e3969cc59d7f2723563dee3e37dc,LANG-1151: Performance improvements for NumberUtils.isParsable (closes #99),NumberUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,80,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand080_55a2a03aa308,55a2a03aa30836c814b9c2d50d5081a52f01d83c,[LANG-1177] Added indexesOf methods and simplified removeAllOccurences (#471),ArrayUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,81,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand081_5689c91cf2a3,5689c91cf2a3a27f0a3a8a362857f2cf0919d4f6,"Add DurationUtils.isPositive(Duration) and toDuration(long,TimeUnit).",DurationUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,82,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand082_5713c6c42e43,5713c6c42e43977df17a7a6c0d39a8ff4f4540b6,Bugfix/class utils to canonical name length check (#1495),ClassUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,83,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand083_571b8e301722,571b8e301722205c4fff30cdfd502020f2a56be8,"Adding concat(Object...) and concatWith(String, Object...) methods to provide vararg'd versions of the more prominent join methods. This ties into the String.concat method. LANG-396",StringUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,84,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand084_5755cced016d,5755cced016dd176508a8f1a9c35bfc863bc8cf9,Use the scale in names.,EventCountCircuitBreakerTest,True,0,1,1,maven_fail,compile_cannot_find_symbol,"ymbol: variable currentTime [ERROR] location: class org.apache.commons.lang3.concurrent.EventCountCircuitBreakerTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
gpt-5.5,85,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand085_5904c573ffac,5904c573ffacaa5d8836ffc2b346f400c8901ed1,NumberUtils.createNumber(String): Float shortcut can bypass exact (#1635),NumberUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,86,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand086_5914a8e80a54,5914a8e80a547301b76bf8ef691053e4dfc901a7,TimedSemaphore.shutdown() must wake threads blocked in acquire(). (#1639),TimedSemaphoreTest,True,0,0,0,maven_pass,,
gpt-5.5,87,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand087_59d201f7be16,59d201f7be16f724e52023330258f44876e545a2,Add gets the current day of year. (#968),CalendarUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,88,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand088_5aa87b52f1b3,5aa87b52f1b3f958e1c13ce3b811379ad6f71d9b,"Corrected Javadoc (mentioned in LANG-1058), added examples to unit test.",StringUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,89,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand089_5b0d49b81393,5b0d49b81393c524727f9195eecbfe7610fc1f6a,LANG-1447: use isJavaVersionAtLeast in implementation,FieldUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,90,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand090_5b6030595205,5b6030595205f5f843549f1f12a0e1037bf4a50f,Fix Javadoc @since tags,ExceptionUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,91,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand091_5b7608d15499,5b7608d1549989d92dd159392c19d9ba8ce0e62e,consistent treatment for negative indices for swap method,ArrayUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,92,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand092_5e9fd18a887e,5e9fd18a887eb071a42983a8c6df1ae3062f3a88,Fix cloning of array types.,ObjectUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,93,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand093_5fef9575646f,5fef9575646f6583fd2d9ee01368b3deefe6ce82,LANG-1195: Enhance MethodUtils to allow invocation of private methods (closes #141),MethodUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,94,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand094_61c2d8f84931,61c2d8f849315e249ddcd0cf8b868595974fc644,[LANG-1774] Improve handling of ClassUtils.getShortCanonicalName for invalid input data (#1437),ClassUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,95,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand095_6240a05c1291,6240a05c12914083adbe8c7c53e7e40ef42931dd,LANG-1016: NumberUtils#isParsable method(s). Apply Juan PabloSantos Rodríguez patch for handling negative numbers.,NumberUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,96,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand096_633ce6049680,633ce604968078151e03363d5c67042af74310e3,Always return false to contains a null word,WordUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,97,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand097_6363fced4b38,6363fced4b3837afb8a36ed109264b016097d8d8,Better method names.,LocksTest,True,0,0,0,maven_pass,,
gpt-5.5,98,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand098_63f1d6b83bc1,63f1d6b83bc10a2880f5ec17a172fab284d2eff5,LANG-1055: StrSubstitutor.replaceSystemProperties does not work consistently. This fixes #43 from github. Thanks to Jonathan Baker.,StrLookupTest,True,0,0,0,maven_pass,,
gpt-5.5,99,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand099_63f644daa847,63f644daa847e193d9f70791ef2337816f6409a6,[LANG-1637] Fix 2 digit week year formatting (#688),FastDatePrinterTest,True,0,0,0,maven_pass,,
gpt-5.5,100,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand100_643302af8c0e,643302af8c0e10ed7ee1d9ca3c60fa0f61eaaf08,"Applying Chandrashekar M's patch to LANG-583, adding isNotEmpty(array) methods to ArrayUtils.",ArrayUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,101,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand101_65970408668e,65970408668e105fc880cb8e79e645085df7cd3b,[LANG-1754] Use getAllSuperclassesAndInterfaces() in getMatchingMethod(). (#1289),MethodUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,102,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand102_695342cb1cef,695342cb1cef42f30fd1a8496f181c92b21ae82d,LANG-1287: RandomStringUtils#random can enter infinite loop if end parameter is to small (closes #211),RandomStringUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,103,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand103_6996806101b6,6996806101b69a87ffcfc4fa9237c075105d722f,[LANG-1596] ArrayUtils.toPrimitive(Object) does not support boolean and other types (#607),ArrayUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,104,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand104_6a65b76f2ab9,6a65b76f2ab90cad2c297ff0d9f747ebb982e515,"[LANG-1723]: Throw NumberFormatException instead of IndexOutOfBoundsException in NumberUtils.getMantissa(String, int) (#1145)",NumberUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,105,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand105_6b3993188e2a,6b3993188e2a6396f94461c0e7fbd5738ecaa14c,Use less confusing method name,BooleanUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,106,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand106_6b4cb166081e,6b4cb166081e019b87cd2b5a273a1567d3aff545,Adding nullToEmpty methods to ArrayUtils per LANG-534 and Levon Karayan's patch.,ArrayUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,107,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand107_6e78b38f0555,6e78b38f055516bfef2b7b1e2b83e96a7a67f2ec,Avoid JDK-8015417 in Strings.equals(),StringsTest,True,0,0,0,maven_pass,,
gpt-5.5,108,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand108_6f03c0ce11db,6f03c0ce11db4a270124b9bf93338d3db9fccf5c,[LANG-1360] Add methods to ClassUtils to get various forms of class names in a null-safe manner,ClassUtilsTest,True,0,1,1,maven_fail,test_failure,"lease refer to /tmp/sample_runs/run-ClassUtilsTest-bstjkx7u/target/surefire-reports for the individual test results. [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
gpt-5.5,109,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand109_6f2c93ceeecc,6f2c93ceeecc48f4eca2c52345a7bf33329211c1,LANG-1721: Fix wrong number check that cause StringIndexOutOfBoundsException (#1140),NumberUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,110,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand110_717ac0c7b3bd,717ac0c7b3bdf7f0714de1d4fb1308d6b6eb53f7,Set svn:keywords,JavaVersionTest,False,,,,merge_incomplete,merge_incomplete,
gpt-5.5,111,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand111_744a8c30c6e4,744a8c30c6e49962b5b0b9fc14a2cccbefdd1cd9,Add RegExUtils methods typed to CharSequence input and deprecate old versions typed to String,RegExUtilsTest,True,0,1,1,maven_fail,maven_other_failure,"hort[]> cannot be converted to java.lang.Object&java.io.Serializable&java.util.function.Supplier<java.lang.Short[]>) [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
gpt-5.5,112,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand112_75bb10331c02,75bb10331c02d979561b5804d41641bf82192d2d,Fixing and adding DateUtils exception javadocs with new tests when needed (#871),DateUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,113,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand113_7721302ae5d7,7721302ae5d70d2986d74ae7e7df648bf849997d,LANG-1402: refactored to return default value on negative index,ArrayUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,114,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand114_78ce2d79f2b1,78ce2d79f2b1341bfc366b1fde487d960493a08a,More precise exceptions,EventListenerSupportTest,True,0,0,0,maven_pass,,
gpt-5.5,115,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand115_78e2f4c1223d,78e2f4c1223d45db3c5f7c20bf51586fbb566948,"LANG-1059 Capitalize javadoc is incorrect Add test to show that first character is upcased, not the first (alphabetic) letter that is found",StringUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,116,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand116_7cc1ac1c30d9,7cc1ac1c30d9ad2b285d11ed26b121e1f794e57e,ClassUtils now throws `IllegalArgumentException` when array is greater than JVM spec limit (255) (#1494),ClassUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,117,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand117_7d061e33e59e,7d061e33e59e23dc4b03378f35f50a7d70f033b3,LANG-1370 Fix EventCountCircuitBreaker increment batch,EventCountCircuitBreakerTest,True,0,0,0,maven_pass,,
gpt-5.5,118,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand118_7d7e8af45032,7d7e8af45032f1f3a29a18888cd3b0ca6085a156,Better common primitives as getters,SystemPropertiesTest,True,0,0,0,maven_pass,,
gpt-5.5,119,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand119_7db3e126dd48,7db3e126dd480698eb523e72e8dc4e5ed7e7a5c7,Add ArrayFill.clear(char[]|byte[]) (#1667),ArrayFillTest,True,0,0,0,maven_pass,,
gpt-5.5,120,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand120_7e0d6dbd2a65,7e0d6dbd2a65d8b36a4c9042565d06af34d489a0,Improve container detection by mimicing systemd (#1323),RuntimeEnvironmentTest,True,0,0,0,maven_pass,,
gpt-5.5,121,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand121_7f7d4b881d78,7f7d4b881d78dcb8d5a0149965f934df268919d7,Handle error messages with special characters.,ValidateTest,True,0,0,0,maven_pass,,
gpt-5.5,122,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand122_7f90306f909e,7f90306f909e6dba46be275c0f492c8de353b492,[LANG-1568] More failable functional interfaces to match JRE functional interfaces.,FunctionsTest,True,0,0,0,maven_pass,,
gpt-5.5,123,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand123_8089a0c2d320,8089a0c2d3207ed26531f877352336baf1c6c5bb,"[LANG-1806] NumberUtils.isParsable(""1.f"") should return true (#1560)",NumberUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,124,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand124_809e2bed22f0,809e2bed22f02264e0ac58bba070f6d84386cfc5,[LANG-1275] Added a tryAcquire() method to TimedSemaphore.,TimedSemaphoreTest,True,0,0,0,maven_pass,,
gpt-5.5,125,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand125_8252b04a4572,8252b04a45722648ce2225853de9882b3b0de034,[LANG-613] ConstructorUtils.getAccessibleConstructor() Does Not Check the Accessibility of Enclosing Classes,ConstructorUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,126,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand126_83dd32b901de,83dd32b901dea25a571adcd6a976464c8a36601c,Adding Streams.toArray,StreamsTest,True,0,0,0,maven_pass,,
gpt-5.5,127,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand127_85959a457076,85959a457076b740380c4d6f3d83098edd17a9e7,Syntax for optional tokens in DurationFormatUtils (#1062),DurationFormatUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,128,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand128_87937b2e7192,87937b2e7192524306aa58d74c90537eec997cfa,[LANG-1290] StringUtils.join() with support for List<?> with configurable start/end indices.,StringUtilsTest,True,0,1,1,maven_fail,compile_cannot_find_symbol,"d symbol [ERROR] symbol: variable EMPTY_STRING_LIST [ERROR] location: class org.apache.commons.lang3.StringUtilsTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
gpt-5.5,129,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand129_8d6bc0ca625f,8d6bc0ca625f3a1a98b486541fa613b2fac4b41c,LANG-1018: Fix precision loss on NumberUtils.createNumber(String) (closes #156),NumberUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,130,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand130_8d95ae41975a,8d95ae41975a2307501aa0f4a7eba296c59edce9,LANG-1258: Add ArrayUtils#toStringArray(Object[]) method,ArrayUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,131,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand131_8dc37dc4a7b5,8dc37dc4a7b516a1c70002081df13f0ad781ff3a,LANG-1636 - Boolean Join Function (#686),StringUtilsTest,True,0,1,1,maven_fail,compile_cannot_find_symbol,"bol [ERROR] symbol: variable ARRAY_FALSE_TRUE_FALSE [ERROR] location: class org.apache.commons.lang3.StringUtilsTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
gpt-5.5,132,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand132_8f675dd3cbfb,8f675dd3cbfb8f552bdbbe1cfc646ba5b367983b,[LANG-587] avoid NPE in ClassUtils.toClass(Object[]),ClassUtilsTest,True,0,0,0,maven_pass,,
gpt-5.5,133,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand133_8f8cc04e6550,8f8cc04e65506fbe79bbc5efa6f7d44d65f0dbf1,[LANG-1700] Improve handling of parameterized types and variable unrolling (#1549),TypeUtilsTest,True,0,0,0,maven_pass,,
